key,tab,block,sheet_row,date,payee,desc,cents,flags,correction,match,docId,doc_vendor,doc_date,doc_total,doc_status,doc_paid_from,read_account,read_property,doc_url,gmail_url,rows_on_doc,doc_gap_cents
BIZ-265,RECAST BIZ,Website,,2026-05-18,Apify Technologies s.r.o.,"Apify Starter plan (monthly) subscription, billing period 2026-05-18 to 2026-06-",2900,[],,id,gm-19e3b88cf75b8f2b,Apify Technologies s.r.o.,2026-05-18,2900,dismissed,PAUL,6400,OVERHEAD,https://drive.google.com/file/d/14DGN6R6FbmCj_rcveBS25yDARuSTRSGW/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19e3b88cf75b8f2b,1,0
BIZ-266,RECAST BIZ,Website,,2026-07-18,Apify Technologies s.r.o.,Apify Starter plan (monthly) subscription — prepayment for billing period 2026-0,2900,[],,id,gm-19f729408be2654a,Apify Technologies s.r.o.,2026-07-18,2900,dismissed,PAUL,6400,OVERHEAD,https://drive.google.com/file/d/1AUphjurkAGcKgKt1n7oTkWZuet4QNuM4/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f729408be2654a,1,0
BIZ-267,RECAST BIZ,Website,,2026-08-18,Apify Technologies s.r.o.,"Apify Starter plan (monthly) subscription, billing period 2026-08-18 to 2026-09-",2900,[],,id,gm-1a01237668c6f478,Apify Technologies s.r.o.,2026-08-18,2900,dismissed,PAUL,6400,OVERHEAD,,https://mail.google.com/mail/u/0/#all/1a01237668c6f478,1,0
BIZ-268,RECAST BIZ,Business,,2026-02-02,Local Government Solutions (Online Record Search),"Ellis County Clerk property record copy, case 2531375, 10 pages",1000,[],,id,gm-19c1eedb38c22d7c,Local Government Solutions (Online Record Search),2026-02-02,1030,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1oDoPyYUyoQs5ighYtfvOaCQHuIZUu4q1/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c1eedb38c22d7c,1,30
BIZ-269,RECAST BIZ,Business,,2026-02-25,Local Government Solutions (Online Record Search),"Ellis County Clerk property record copies, case #1829399, 10 pages",1000,[],,id,gm-19c976016b5f86ab,Local Government Solutions (Online Record Search),2026-02-25,1030,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1FgimijyoGkZQ9j9-irA73CjUSqTlIJ8t/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19c976016b5f86ab,1,30
BIZ-270,RECAST BIZ,Business,,2026-03-04,Local Government Solutions (Online Record Search),"Ellis County Clerk property record copy, case 2530934, 4 pages",400,[],,id,gm-19cb8fc101144ecd,"Local Government Solutions, L.P.",2026-03-04,430,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1y99c8W6obKUA8cu_1pl_TNvZtC-mo0WY/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19cb8fc101144ecd,2,0
BIZ-271,RECAST BIZ,Business,,2026-03-04,Local Government Solutions (Online Record Search),Local Government Solutions transaction fee,30,[],,id,gm-19cb8fc101144ecd,"Local Government Solutions, L.P.",2026-03-04,430,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1y99c8W6obKUA8cu_1pl_TNvZtC-mo0WY/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19cb8fc101144ecd,2,0
BIZ-272,RECAST BIZ,Business,,2026-05-03,Local Government Solutions (Online Record Search) / Ellis County Clerk,"Ellis County Clerk property record copy — case/file 2321097, 6 pages",600,[],,id,gm-19df0779b2ab5adc,"Local Government Solutions, L.P. (Online Record Search)",2026-05-03,630,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1-xlDmUUXMsYkp5Fth4uTW0NIqeDHeA-t/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19df0779b2ab5adc,2,0
BIZ-273,RECAST BIZ,Business,,2026-05-03,Local Government Solutions (Online Record Search) / Ellis County Clerk,Local Government Solutions online records transaction fee,30,[],,id,gm-19df0779b2ab5adc,"Local Government Solutions, L.P. (Online Record Search)",2026-05-03,630,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/1-xlDmUUXMsYkp5Fth4uTW0NIqeDHeA-t/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19df0779b2ab5adc,2,0
BIZ-274,RECAST BIZ,Business,,2026-05-04,Local Government Solutions (Online Record Search),"Ellis County Clerk property record search, case #2605504, 2 pages",200,[],,id,gm-19df59f328692144,Local Government Solutions (Online Record Search),2026-05-04,230,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/10WZSMvvZiiQi4mmB7CHj05JQPVfEW-MU/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19df59f328692144,2,0
BIZ-275,RECAST BIZ,Business,,2026-05-04,Local Government Solutions (Online Record Search),Local Government Solutions transaction fee,30,[],,id,gm-19df59f328692144,Local Government Solutions (Online Record Search),2026-05-04,230,posted,PAUL,6300,OVERHEAD,https://drive.google.com/file/d/10WZSMvvZiiQi4mmB7CHj05JQPVfEW-MU/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19df59f328692144,2,0
BIZ-276,RECAST BIZ,Business,,2026-05-18,Oregon Secretary of State (NIC/nicusa.com),"Oregon Business Filing fee (Order ID 166549550, ref 242338697)",10000,[],,id,gm-19e3baaed0e83190,Oregon Secretary of State (NICUSA),2026-05-18,10000,dismissed,PAUL,6900,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19e3baaed0e83190,1,0
BIZ-277,RECAST BIZ,Business,,2026-07-28,Texas Secretary of State,Name Availability search - Recast Properties LLC (doc 1611201530003),100,[],,id,gm-19fa946c82462b2b,Texas Secretary of State,2026-07-28,200,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19fa946c82462b2b,2,0
BIZ-278,RECAST BIZ,Business,,2026-07-28,Texas Secretary of State,Name Availability search - Recast Property Group LLC (doc 1611201530004),100,[],,id,gm-19fa946c82462b2b,Texas Secretary of State,2026-07-28,200,pending,PAUL,6300,OVERHEAD,,https://mail.google.com/mail/u/0/#all/19fa946c82462b2b,2,0
BIZ-279,RECAST BIZ,Business,,2026-08-27,Oregon Secretary of State - Corporation Division,"Oregon SOS Corporation Division filing fee - Articles of Amendment/Dissolution, ",10000,[],,id,gm-1a04a3178e6ef1c7,Oregon Secretary of State - Corporation Division,2026-08-27,10000,error,PAUL,6900,OVERHEAD,,https://mail.google.com/mail/u/0/#all/1a04a3178e6ef1c7,1,0
BIZ-280,RECAST BIZ,Business,,2026-08-28,FedEx Office,"FedEx Express 2Day envelope shipment to Oregon Secretary of State, Corporation D",1275,[],,id,gm-1a04a6adddd5fc8b,FedEx Office,2026-08-28,1275,dismissed,PAUL,,,,https://mail.google.com/mail/u/0/#all/1a04a6adddd5fc8b,1,0
BIZ-281,RECAST BIZ,Business,,2026-09-10,Oregon Registered Agent LLC,"Oregon Mail Scanning Service, 09/10/2026 - 09/10/2027",4900,[],,id,gm-1a08bee3d03d3f93,Oregon Registered Agent LLC,2026-09-10,8400,dismissed,PAUL,6500,OVERHEAD,https://drive.google.com/file/d/197rL1iM7JokjufpXuhwkRfIGwki7MkGF/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a08bee3d03d3f93,2,0
BIZ-282,RECAST BIZ,Business,,2026-09-10,Oregon Registered Agent LLC,"Oregon Registered Agent Service, 09/10/2026 - 09/10/2027",3500,[],,id,gm-1a08bee3d03d3f93,Oregon Registered Agent LLC,2026-09-10,8400,dismissed,PAUL,6900,OVERHEAD,https://drive.google.com/file/d/197rL1iM7JokjufpXuhwkRfIGwki7MkGF/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a08bee3d03d3f93,2,0
BIZ-283,RECAST BIZ,Interest,,,420 Alyssa,,66667,[],,none,,,,,,,,,,,0,
PROP-21,881 Newport,,4,2026-07-07,Effren,Landscaping,30000,"[true, false]",,strong,gm-19f99daa6dab8453,Falcon Creek Lawn Care,2026-07-07,53500,pending,PAUL,1130,280 Sparkling,,https://mail.google.com/mail/u/0/#all/19f99daa6dab8453,5,-1500
PROP-22,881 Newport,,4,2026-06-29,Rocket Water,Water,15000,"[true, false, false]",,strong,gm-19f2375f3f8eeb7c,Rockett Special Utility District,2026-06-29,15000,posted,PAUL,1120,881 Newport,https://drive.google.com/file/d/13121IPjeEzgGN7w-OBeBGoVXsOBgD0wa/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f2375f3f8eeb7c,1,0
PROP-23,881 Newport,,5,2026-07-07,Effren,Landscaping,5500,"[true, false, false]",,strong,gm-19f99daa6dab8453,Falcon Creek Lawn Care,2026-07-07,53500,pending,PAUL,1130,136 Bowling Green,,https://mail.google.com/mail/u/0/#all/19f99daa6dab8453,5,-1500
PROP-24,881 Newport,,5,2026-06-29,TXU,Electricity,6323,"[true, false, false]",,strong,gm-19fae6d7ce78c68a,TXU Energy,2026-07-29,6323,posted,PAUL,1120,136 Bowling Green,,https://mail.google.com/mail/u/0/#all/19fae6d7ce78c68a,1,0
PROP-25,881 Newport,,6,2026-07-01,Home Depot,Drywall Panel,756,"[true, false, false]",,weak,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,
PROP-26,881 Newport,,6,2026-08-30,Rocket Water,Water,14472,"[false, false, true]",,strong,gm-1a0395f7d5566e0d,Rockett Special Utility District,2026-08-25,14472,pending,UNKNOWN,1120,881 Newport,,https://mail.google.com/mail/u/0/#all/1a0395f7d5566e0d,1,0
PROP-27,881 Newport,,7,2026-07-01,Home Depot,Plug,377,"[true, false, false]",,weak,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,
PROP-28,881 Newport,,7,2026-08-26,TXU,Electricity,8872,"[false, false, true]",,strong,gm-1a03ea5890cac04e,TXU Energy,2026-08-26,8872,pending,UNKNOWN,1120,881 Newport,,https://mail.google.com/mail/u/0/#all/1a03ea5890cac04e,1,0
PROP-29,881 Newport,,8,2026-07-01,Home Depot,Roller Trays,647,"[true, false, false]",,weak,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,
PROP-30,881 Newport,,8,2026-09-10,TXU,Electricity,11812,"[false, false, true]",,strong,gm-1a09104468189ee2,TXU Energy,2026-09-10,11812,dismissed,1401,1120,881 Newport,https://drive.google.com/file/d/1hO5qjfgl6cJX6Mj_m-mI_FTNdoQkKiX0/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a09104468189ee2,1,0
PROP-31,881 Newport,,9,2026-07-01,Home Depot,Roller Covers,1080,"[true, false, false]",,weak,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,
PROP-32,881 Newport,,9,2026-09-11,Rocket Water,Water,19474,"[false, false, true]",,strong,gm-1a091a295143ec7b,"Rockett Special Utility District (assumed from ""rocket water"")",2026-09-11,19474,pending,UNKNOWN,1120,881 Newport,,https://mail.google.com/mail/u/0/#all/1a091a295143ec7b,1,0
PROP-33,881 Newport,,10,2026-07-01,Home Depot,Paint,2856,"[true, false, false]",,strong,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1040,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,8959
PROP-34,881 Newport,,11,2026-07-01,Home Depot,Toilet Seat,2556,"[true, false, false]",,weak,gm-19f237650c695b39,The Home Depot,2026-07-01,11815,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/14pcmNaLOCy7mp_NenfuqW5WHanIhH_lg/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f237650c695b39,1,
PROP-35,881 Newport,,12,2026-07-06,Lowes,Paint,9087,"[true, false, false]",,strong,gm-19f375eaba8d8ee8,"Lowe's Home Centers, LLC",2026-07-06,9087,posted,PAUL,1030,881 Newport,https://drive.google.com/file/d/1EhIkX32eKg3or1JQjwVIuRODLmXe3t4U/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f375eaba8d8ee8,1,0
PROP-36,881 Newport,,13,2026-07-06,Lowes,Paint,2379,"[true, false, false]",,strong,gm-19f37c23af674543,"Lowe's Home Centers, LLC",2026-07-06,2379,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/1c54_wg1MJUbvSkyT8Pcp0PvV3_Od8Bwz/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f37c23af674543,1,0
PROP-37,881 Newport,,14,2026-07-06,Juanito,Garage Painting,50000,"[true, false, false]",,strong,gm-19f390f745f748d4,Juanito and Mariana (unidentified labor payees),2026-07-06,100000,pending,PAUL,1020,881 Newport,,https://mail.google.com/mail/u/0/#all/19f390f745f748d4,2,0
PROP-38,881 Newport,,15,2026-07-06,Mariana,Cleaning,50000,"[true, false, false]",,strong,gm-19f390f745f748d4,Juanito and Mariana (unidentified labor payees),2026-07-06,100000,pending,PAUL,1020,881 Newport,,https://mail.google.com/mail/u/0/#all/19f390f745f748d4,2,0
PROP-39,881 Newport,,16,2026-07-08,Home Depot,Caulk,1459,"[true, false, false]",,strong,gm-19f41acfd298c9d7,The Home Depot,2026-07-08,8793,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/11cCAWolWNeAq5AfFiOhbb5Mf4e3nDdWQ/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f41acfd298c9d7,2,5712
PROP-40,881 Newport,,17,2026-07-08,Home Depot,Painters Towels,1622,"[true, false, false]",,strong,gm-19f41acfd298c9d7,The Home Depot,2026-07-08,8793,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/11cCAWolWNeAq5AfFiOhbb5Mf4e3nDdWQ/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f41acfd298c9d7,2,5712
PROP-41,881 Newport,,18,2026-07-08,Home Depot,Towels,5112,"[true, false, false]",,weak,gm-19f41acfd298c9d7,The Home Depot,2026-07-08,8793,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/11cCAWolWNeAq5AfFiOhbb5Mf4e3nDdWQ/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f41acfd298c9d7,2,
PROP-42,881 Newport,,19,2026-07-08,Home Depot,Wall Texture,2163,"[true, false, false]",,strong,gm-19f42c17927282a4,The Home Depot,2026-07-08,5534,pending,PAUL,1030,881 Newport,,https://mail.google.com/mail/u/0/#all/19f42c17927282a4,2,515
PROP-43,881 Newport,,20,2026-07-08,Home Depot,Paint,2856,"[true, false, false]",,strong,gm-19f42c17927282a4,The Home Depot,2026-07-08,5534,pending,PAUL,1030,881 Newport,,https://mail.google.com/mail/u/0/#all/19f42c17927282a4,2,515
PROP-44,881 Newport,,21,2026-07-08,Home Depot,Toilet Paper,810,"[true, false, false]",,strong,gm-19f43e16247dc4bd,The Home Depot,2026-07-08,3665,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/1puqmQJETnqpovh12tc5uUaoy8h6SN29U/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f43e16247dc4bd,2,-1
PROP-45,881 Newport,,22,2026-07-08,Home Depot,Paint,2856,"[true, false, false]",,strong,gm-19f43e16247dc4bd,The Home Depot,2026-07-08,3665,dismissed,PAUL,1030,881 Newport,https://drive.google.com/file/d/1puqmQJETnqpovh12tc5uUaoy8h6SN29U/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19f43e16247dc4bd,2,-1
PROP-46,881 Newport,,23,2026-07-19,Effren - 1372,Landscaping,11000,"[true, false, false]",,weak,gm-19fb337be62617b6,Falcon Creek Lawn Care,2026-07-19,47000,posted,PAUL,1130,136 Bowling Green,https://drive.google.com/file/d/1-1m_RG1m8TfjPZ4u4e45iEVZK_BG9pNO/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/19fb337be62617b6,0,
PROP-47,881 Newport,,24,2026-08-30,Efren - 1390,Landscaping,11000,"[false, false, true]",,strong,gm-1a05ab48308800cc,Falcon Creek Lawn Care,2026-08-30,42500,pending,UNKNOWN,1130,881 Newport,,https://mail.google.com/mail/u/0/#all/1a05ab48308800cc,1,31500
PROP-48,881 Newport,,25,2026-09-05,Lowes,Roofing Nails,701,"[false, false, true]",,strong,gm-1a0a0befad5d6040,"Lowe's Home Centers, LLC",2026-09-05,2806,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a0a0befad5d6040,2,1295
PROP-49,881 Newport,,26,2026-09-05,Lowes,Ashphalt Caulk,647,"[false, false, true]",,weak,dry-gm-1a07217d8a060601,"Lowe's Home Centers, LLC",2026-09-05,6493,dry,1402,6510,OVERHEAD,https://drive.google.com/file/d/1mOzQrD5pJNRUrEmMU0nDe-pbYl_FgUoG/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a07217d8a060601,0,
PROP-50,881 Newport,,27,2026-09-09,Neighborhood Management,HOA Release,37500,"[false, false, true]",,strong,gm-1a0a0d8694b4ba83,"Neighborhood Management, Inc.",2026-09-09,37500,pending,1401,1310,881 Newport,,https://mail.google.com/mail/u/0/#all/1a0a0d8694b4ba83,1,0
PROP-51,469 Brushwood,,4,2026-09-01,Home Depot,Door Lock Set,6162,"[false, false, true]",,strong,gm-1a05ef58a15ddc6b,The Home Depot,2026-09-01,6162,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/112olxXa0Re96wCdbnOVkCIEH_3HBingi/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a05ef58a15ddc6b,1,0
PROP-52,469 Brushwood,,4,2026-09-01,Waxahachie Watwr,Water,10000,"[false, false, true]",,weak,gm-1a04a3178e6ef1c7,Oregon Secretary of State - Corporation Division,2026-08-27,10000,error,PAUL,6900,OVERHEAD,,https://mail.google.com/mail/u/0/#all/1a04a3178e6ef1c7,1,
PROP-53,469 Brushwood,,5,2026-09-02,Home Depot,Front Door Latch,5409,"[false, false, true]",,strong,gm-1a0623f8d71b7b81,The Home Depot,2026-09-02,5409,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1VVBZai5054zzb980qLJEyNEnNvKvTCQe/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a0623f8d71b7b81,1,0
PROP-54,469 Brushwood,,6,2026-09-02,Home Depot,Microwave,33999,"[false, false, true]",,strong,gm-1a06240c78fa29e2,The Home Depot,2026-09-02,33999,pending,1401,1040,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a06240c78fa29e2,1,0
PROP-55,469 Brushwood,,7,2026-09-02,Home Depot,REFUND: Front Door Latch,-5409,"[false, false, true]",,strong,gm-1a062f72cdc14e33,The Home Depot,2026-09-02,-5409,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a062f72cdc14e33,1,0
PROP-56,469 Brushwood,,8,2026-09-02,Home Depot,Waether Stripping,1295,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-57,469 Brushwood,,9,2026-09-02,Home Depot,Sponges,756,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-58,469 Brushwood,,10,2026-09-02,Home Depot,Door Stops,816,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-59,469 Brushwood,,11,2026-09-02,Home Depot,Paint Rollers,1080,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-60,469 Brushwood,,12,2026-09-02,Home Depot,Scrub Brush,1945,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-61,469 Brushwood,,13,2026-09-02,Home Depot,Waether Stripping,858,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-62,469 Brushwood,,14,2026-09-02,Home Depot,Concrete Degreaser,1946,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-63,469 Brushwood,,15,2026-09-02,Home Depot,Roller Trays,647,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-64,469 Brushwood,,16,2026-09-02,Home Depot,Paint,1557,"[false, false, true]",,strong,gm-1a063139bc9a9a33,The Home Depot,2026-09-02,10901,dismissed,1401,1030,469 Brushwood,https://drive.google.com/file/d/1xTqOhPymTY3Rmsr6cS7cXB6gg6eclsr9/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a063139bc9a9a33,9,1
PROP-65,469 Brushwood,,17,2026-09-03,Home Depot,Liquid Nails,377,"[false, false, true]",,strong,gm-1a0679d10dfb58fc,The Home Depot,2026-09-03,5587,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1Cc5n079-sBSgOR_WLedbPXyISMXyWHyF/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a0679d10dfb58fc,2,4671
PROP-66,469 Brushwood,,18,2026-09-03,Home Depot,Goo Gone,539,"[false, false, true]",,strong,gm-1a0679d10dfb58fc,The Home Depot,2026-09-03,5587,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1Cc5n079-sBSgOR_WLedbPXyISMXyWHyF/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a0679d10dfb58fc,2,4671
PROP-67,469 Brushwood,,19,2026-09-03,Home Depot,Paint,4655,"[false, false, true]",,weak,gm-1a0679d10dfb58fc,The Home Depot,2026-09-03,5587,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1Cc5n079-sBSgOR_WLedbPXyISMXyWHyF/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a0679d10dfb58fc,2,
PROP-68,469 Brushwood,,20,2026-09-03,Floor & Decor,Flooring Transition,4241,"[false, false, true]",,strong,gm-1a067bd438f39de3,Floor and Decor,2026-09-03,4221,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1Q02T9GHJ95gMXo_uuAVTsq6KWmjwq3aW/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a067bd438f39de3,1,-20
PROP-69,469 Brushwood,,21,2026-09-04,Home Depot,Kilz Primer,1470,"[false, false, true]",,strong,gm-1a06cc096121cd45,The Home Depot,2026-09-04,1470,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1SrVW2xhnQQLyTqumgemDQsFuMLEogMmR/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a06cc096121cd45,1,0
PROP-70,469 Brushwood,,22,2026-09-04,Lowes,Mop,1405,"[false, false, true]",,strong,gm-1a06da589b0fc446,"Lowe's Home Centers, LLC",2026-09-04,27050,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a06da589b0fc446,3,23430
PROP-71,469 Brushwood,,23,2026-09-04,Lowes,Garage Floor Paint,4328,"[false, false, true]",,weak,gm-1a06da589b0fc446,"Lowe's Home Centers, LLC",2026-09-04,27050,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a06da589b0fc446,3,
PROP-72,469 Brushwood,,24,2026-09-04,Lowes,Paint Roller,756,"[false, false, true]",,strong,gm-1a06da589b0fc446,"Lowe's Home Centers, LLC",2026-09-04,27050,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a06da589b0fc446,3,23430
PROP-73,469 Brushwood,,25,2026-09-04,Lowes,Caulk,1459,"[false, false, true]",,strong,gm-1a06da589b0fc446,"Lowe's Home Centers, LLC",2026-09-04,27050,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a06da589b0fc446,3,23430
PROP-74,469 Brushwood,,26,2026-09-05,Lowes,Spray Paint,810,"[false, false, true]",,strong,gm-1a0a0befad5d6040,"Lowe's Home Centers, LLC",2026-09-05,2806,pending,1401,1030,469 Brushwood,,https://mail.google.com/mail/u/0/#all/1a0a0befad5d6040,2,1295
PROP-75,469 Brushwood,,27,2026-09-07,Home Depot,Stain,4155,"[false, false, true]",,strong,gm-1a07c578a33b385e,The Home Depot,2026-09-07,4155,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1SElXPZ95McrkuklcFeL5EqwLN7uVnKHk/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a07c578a33b385e,1,0
PROP-76,469 Brushwood,,28,2026-09-06,Home Depot,Brushes,3241,"[false, false, true]",,strong,gm-1a07d2aab4818b57,The Home Depot,2026-09-06,11551,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/17PlZo5qE07wHrcX6SXH1naJdzryIEujX/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a07d2aab4818b57,1,8310
PROP-77,469 Brushwood,,29,2026-09-06,Home Depot,Stain,4155,"[false, false, true]",,weak,gm-1a07c578a33b385e,The Home Depot,2026-09-07,4155,posted,1401,1030,469 Brushwood,https://drive.google.com/file/d/1SElXPZ95McrkuklcFeL5EqwLN7uVnKHk/view?usp=drivesdk,https://mail.google.com/mail/u/0/#all/1a07c578a33b385e,1,
PROP-78,469 Brushwood,,30,2026-09-07,Mariana,Cleaning,25000,"[true, false, false]",,weak,gm-1a07ec26660d7659,Mariana Martinez,2026-09-07,70000,pending,UNKNOWN,,,,https://mail.google.com/mail/u/0/#all/1a07ec26660d7659,0,
