txn_id,date,property,trade,account,account_source,amount_cents,payee,description,paid_from,paid_from_source,source,docId,doc_url,link_kind,match,old_tab,old_block,old_sheet_row,flags,correction,skip,business_purpose,attendee
migration-20260830-884eac987a8c,2026-08-30,OVERHEAD,,6700,read,12944,Uber,"UberXL ride, DFW Airport Terminal B to 145 Denali Way, Midlothian TX (48.59 mi) ",PAUL,read,migration,gm-1a054074eaf436d8,https://mail.google.com/mail/u/0/#all/1a054074eaf436d8,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): UberXL ride, DFW Airport Terminal B to 145 Denali Way, Midlothian TX (48.59 mi)",
migration-20260830-3e247c5c1936,2026-08-30,OVERHEAD,,6700,read,4799,Uber,"UberXL ride, 2225 NE 45th Ave Portland OR to PDX Main Terminal (5.51 mi) - trip ",PAUL,read,migration,gm-1a05299990b3e3eb,https://mail.google.com/mail/u/0/#all/1a05299990b3e3eb,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): UberXL ride, 2225 NE 45th Ave Portland OR to PDX Main Terminal (5.51 mi) - trip",
migration-20260909-435909a31fd7,2026-09-09,OVERHEAD,,6700,read,55940,Alaska Airlines,"Airfare DFW-PDX, AS 638, Sep 9 2026 (conf KPQHJU, ticket 0272158662480, First cl",PAUL,read,migration,gm-1a083f30d9e415bb,https://mail.google.com/mail/u/0/#all/1a083f30d9e415bb,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Airfare DFW-PDX, AS 638, Sep 9 2026 (conf KPQHJU, ticket 0272158662480, First cl",
migration-20260909-4466a4003760,2026-09-09,OVERHEAD,,6700,read,12233,Uber,"Uber 10:59 AM 145 Denali Way, Midlothian TX -> DFW Airport (UberXL, 43.68 mi) — ",PAUL,read,migration,gm-1a0871e249a9c786,https://mail.google.com/mail/u/0/#all/1a0871e249a9c786,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Uber 10:59 AM 145 Denali Way, Midlothian TX -> DFW Airport (UberXL, 43.68 mi) —",
migration-20260909-3a1751ab7384,2026-09-09,OVERHEAD,,6700,read,800,Wi-Fi Onboard (Intelsat/Alaska Airlines),"Full Flight Pass - in-flight Wi-Fi, order #429046472SSAS",PAUL,read,migration,gm-1a0884827e1945bf,https://mail.google.com/mail/u/0/#all/1a0884827e1945bf,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Full Flight Pass - in-flight Wi-Fi, order #429046472SSAS",
migration-20260909-4533c40cb43b,2026-09-09,OVERHEAD,,6700,block map,3239,Uber,Uber 4:18 PM Portland OR airport trip (airport surcharge $4.00; City of Portland,PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-1a0888ae58f005e9,https://mail.google.com/mail/u/0/#all/1a0888ae58f005e9,gmail,id,RECAST BIZ,Travel,,,,,Migrated from the old books (Travel): Uber 4:18 PM Portland OR airport trip (airport surcharge $4.00; City of Portland,
migration-20260911-201014c110c1,2026-09-11,OVERHEAD,,6700,read,34140,American Airlines,"Airfare PDX-DFW, AA 982, Sep 16 2026, seat 13D (conf WVMXWG, ticket #00123763972",PAUL,read,migration,gm-1a090de755523067,https://mail.google.com/mail/u/0/#all/1a090de755523067,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Airfare PDX-DFW, AA 982, Sep 16 2026, seat 13D (conf WVMXWG, ticket #00123763972",
migration-20260916-438911697e4a,2026-09-16,OVERHEAD,,6700,read,4698,Uber,"Uber 4:44 AM 2225 NE 45th Ave, Portland OR -> Main Terminal, Portland Internatio",PAUL,read,migration,gm-1a0aa14400076c3c,https://mail.google.com/mail/u/0/#all/1a0aa14400076c3c,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Uber 4:44 AM 2225 NE 45th Ave, Portland OR -> Main Terminal, Portland Internatio",
migration-20260916-4756ff64e0d8,2026-09-16,OVERHEAD,,6700,read,9592,Uber,Uber 11:58 AM Sep 16 2026 DFW Airport trip (DFW Airport Surcharge + DFW Terminal,PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-1a0ab5d2e5a8921f,https://mail.google.com/mail/u/0/#all/1a0ab5d2e5a8921f,gmail,id,RECAST BIZ,Travel,,,,,Migrated from the old books (Travel): Uber 11:58 AM Sep 16 2026 DFW Airport trip (DFW Airport Surcharge + DFW Terminal,
migration-20260916-67c2cac69a72,2026-09-16,OVERHEAD,,6700,read,26940,Alaska Airlines,"Airfare DFW-PDX, AS 646, Sep 18 2026 (conf IJGRKD, ticket 0272159563562)",PAUL,read,migration,gm-1a0ac1f04a1796a6,https://mail.google.com/mail/u/0/#all/1a0ac1f04a1796a6,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Airfare DFW-PDX, AS 646, Sep 18 2026 (conf IJGRKD, ticket 0272159563562)",
migration-20260916-902fb6484268,2026-09-16,OVERHEAD,,6700,read,8400,Alaska Airlines,"Premium Class seat purchase (17A), AS 646 DFW-PDX",PAUL,read,migration,gm-1a0ac1f04a1796a6,https://mail.google.com/mail/u/0/#all/1a0ac1f04a1796a6,gmail,id,RECAST BIZ,Travel,,,,,"Migrated from the old books (Travel): Premium Class seat purchase (17A), AS 646 DFW-PDX",
migration-20260625-c86fe937bcd3,2026-06-25,OVERHEAD,,6500,block map,247,The Home Depot,MED BOX - MEDIUM BOX 20X16X15,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Office,,NO_DOC,,,,
migration-20260625-6e026d355b24,2026-06-25,OVERHEAD,,6500,block map,247,The Home Depot,MED BOX - MEDIUM BOX 20X16X15,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Office,,NO_DOC,,,,
migration-20260625-1970fe4c9ed8,2026-06-25,OVERHEAD,,6500,block map,751,The Home Depot,2X60 CL TAPE - SCOTCH HVYDUTY 54YDS RD 1PK,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Office,,NO_DOC,,,,
migration-20260706-3da6ebc37e68,2026-07-06,OVERHEAD,,6500,read,1081,Tiger Mart #20 (Exxon),Type C Cable (USB-C charging cable),PAUL,read,migration,gm-19f386e1e70d7f5a,https://drive.google.com/file/d/1ym7ReQcMo6eI5B8rmKIX9pXznlYUGhil/view?usp=drivesdk,drive,id,RECAST BIZ,Office,,,,,,
migration-20260825-f4f6d4ab6632,2026-08-25,OVERHEAD,,6500,read,11358,Amazon.com,"206A/206X compatible toner cartridges, 4-pack (qty 2) for HP M283fdw/M283cdw/M25",PAUL,read,migration,gm-1a0394bf02758212,https://drive.google.com/file/d/160_c-Cdthhz4c2O8d0wD62L6VU1fec55/view?usp=drivesdk,drive,id,RECAST BIZ,Office,,,,,,
migration-20260828-9cc1f35bc3ca,2026-08-28,OVERHEAD,,6510,read,5799,Klarna (Apple Upgrade lease),Apple Upgrade lease payment - 16-inch MacBook Pro Space Black (Klarna order MGD3,PAUL,read,migration,gm-1a04ae32d0081a8e,https://mail.google.com/mail/u/0/#all/1a04ae32d0081a8e,gmail,id,RECAST BIZ,Office,,,,,,
migration-20260601-d3d90c2a125a,2026-06-01,OVERHEAD,,6600,D-026.9 fuel block,7876,Shell,Fuel — 19.695 gallons @ $3.999/gal (pump display photo),PAUL,read,migration,gm-19e83a9d2e976907,https://drive.google.com/file/d/1SRPWYMp3ZpRblhP89q105viEVitp--Lj/view?usp=drivesdk,drive,id,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Fuel — 19.695 gallons @ $3.999/gal (pump display photo),
migration-20260611-38fd10a9d795,2026-06-11,OVERHEAD,,6610,D-026.9 fuel block,9257,North Texas Tollway Authority,toll tag,PAUL,D-026.2 (before August),migration,gm-19eb76a3b114e02a,https://mail.google.com/mail/u/0/#all/19eb76a3b114e02a,gmail,strong,RECAST BIZ,Gas/Truck/Trailer,,,,,,
migration-20260611-abfaa73aa787,2026-06-11,OVERHEAD,,6610,D-026.9 fuel block,4000,North Texas Tollway Authority,Replenishment Amount,PAUL,read,migration,gm-19eb75e58b4bc3fe,https://drive.google.com/file/d/1y4tt6392UFms37t0n3NDUB7ul-O4iZsb/view?usp=drivesdk,drive,strong,RECAST BIZ,Gas/Truck/Trailer,,,,,,
migration-20260622-b654bc0e353f,2026-06-22,OVERHEAD,,6600,D-026.9 fuel block,5470,Shell,Regular fuel 17.425G @ $3.139/gal,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Gas/Truck/Trailer,,NO_DOC,,,Migrated from the old books (Gas/Truck/Trailer): Regular fuel 17.425G @ $3.139/gal,
migration-20260624-7642dc3cab5e,2026-06-24,OVERHEAD,,6600,D-026.9 fuel block,4545,O'Reilly Auto Parts,VAL SYN5-20-5QT 5QT MOTOROIL,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Gas/Truck/Trailer,,NO_DOC,,,Migrated from the old books (Gas/Truck/Trailer): VAL SYN5-20-5QT 5QT MOTOROIL,
migration-20260626-55feed84fc83,2026-06-26,OVERHEAD,,6600,D-026.9 fuel block,6940,Shell,Fuel - 18.762 gallons,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Gas/Truck/Trailer,,NO_DOC,,,Migrated from the old books (Gas/Truck/Trailer): Fuel - 18.762 gallons,
migration-20260629-604728256e1b,2026-06-29,OVERHEAD,,6600,D-026.9 fuel block,5804,Shell,"Regular gasoline - 18.912 gal @ $3.069/gal (Shell, 1211 US Hwy 77 N, Waxahachie ",PAUL,read,migration,gm-19f15c359e34964b,https://drive.google.com/file/d/1agh769exx2DuoCNce50dUuza_YlTSxpW/view?usp=drivesdk,drive,id,RECAST BIZ,Gas/Truck/Trailer,,,,,"Migrated from the old books (Gas/Truck/Trailer): Regular gasoline - 18.912 gal @ $3.069/gal (Shell, 1211 US Hwy 77 N, Waxahachie",
migration-20260706-3ed4bd474807,2026-07-06,OVERHEAD,,6600,D-026.9 fuel block,5739,Exxon,"Fuel — 17.719 gallons (pump display, $57.39)",PAUL,read,migration,gm-19f386e6271bf3a3,https://drive.google.com/file/d/1_jWAOGI5MIchSv9hMa4OIajKgyvP9HBs/view?usp=drivesdk,drive,id,RECAST BIZ,Gas/Truck/Trailer,,,,,"Migrated from the old books (Gas/Truck/Trailer): Fuel — 17.719 gallons (pump display, $57.39)",
migration-20260709-5eed84480ac7,2026-07-09,OVERHEAD,,6600,D-026.9 fuel block,6423,Shell,"Fuel - 18.786 gallons (gas pump display, This Sale $64.23)",PAUL,read,migration,gm-19f44aea0050f298,https://drive.google.com/file/d/1a7nt-uA_g_LBJseVa_KR4N7XAVIxIQg7/view?usp=drivesdk,drive,id,RECAST BIZ,Gas/Truck/Trailer,,,,,"Migrated from the old books (Gas/Truck/Trailer): Fuel - 18.786 gallons (gas pump display, This Sale $64.23)",
migration-20260805-7b4c207ada0b,2026-08-05,OVERHEAD,,6600,D-026.9 fuel block,6466,Shell,Fuel - 17.021 gallons,PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-19fd41148faee741,https://mail.google.com/mail/u/0/#all/19fd41148faee741,gmail,id,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Fuel - 17.021 gallons,
migration-20260807-5ffbd60d2b7a,2026-08-07,OVERHEAD,,6600,D-026.9 fuel block,7696,Shell,Gas,PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-19fdd35803f9b383,https://mail.google.com/mail/u/0/#all/19fdd35803f9b383,gmail,id,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Gas,
migration-20260814-0f72463d5244,2026-08-14,OVERHEAD,,6600,D-026.9 fuel block,7866,Exxon Tiger Mart #73,Regular fuel - 20.705 gal @ $3.799/gal,PAUL,read,migration,gm-1a001bfffbe28af3,https://drive.google.com/file/d/1q-ztSp_8_grZNu9BQ5VTU2_GBFqNnaPo/view?usp=drivesdk,drive,id,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Regular fuel - 20.705 gal @ $3.799/gal,
migration-20260905-32bef702970f,2026-09-05,OVERHEAD,,6600,D-026.9 fuel block,4989,Shell,"Fuel - 13.133 gallons (pump display, This Sale $49.89)",PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-1a06f0f01ef0ea25,https://mail.google.com/mail/u/0/#all/1a06f0f01ef0ea25,gmail,id,RECAST BIZ,Gas/Truck/Trailer,,,,,"Migrated from the old books (Gas/Truck/Trailer): Fuel - 13.133 gallons (pump display, This Sale $49.89)",
migration-20260811-e28cace3edcc,2026-08-11,OVERHEAD,,6600,D-026.9 fuel block,809,Home Depot,Trailer Cotter Pin,PAUL,read,migration,gm-19ff17e1bc0effd7,https://drive.google.com/file/d/1Sf3mLx-4yZEnb5vdBm4ovpjufF9RS30M/view?usp=drivesdk,drive,strong,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Trailer Cotter Pin,
migration-20260906-119278fc3cce,2026-09-06,OVERHEAD,,6600,D-026.9 fuel block,7898,Tom Thumb express,Fuel - 22.318 gal @ $3.539 (pump display),PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-1a07796cc6f0bfa8,https://mail.google.com/mail/u/0/#all/1a07796cc6f0bfa8,gmail,id,RECAST BIZ,Gas/Truck/Trailer,,,,,Migrated from the old books (Gas/Truck/Trailer): Fuel - 22.318 gal @ $3.539 (pump display),
migration-20260106-8a9ff130841d,2026-01-06,OVERHEAD,,6400,read,1065,Twilio,"Twilio account auto-recharge (balance top-up to $20.00), transaction CX33a2c2f7e",PAUL,read,migration,gm-19b95bd9421b177a,https://mail.google.com/mail/u/0/#all/19b95bd9421b177a,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260118-66668e4f4520,2026-01-18,OVERHEAD,,6400,read,1200,Driversnote,"Driversnote mileage-tracking subscription, 1 month (Jan 18 – Feb 18, 2026), invo",PAUL,read,migration,gm-19bcef5fb76f4631,https://drive.google.com/file/d/1CPTJdP9wj6p09b9jRGZ1wbbjelRfiDcA/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260123-7b9e8daada2f,2026-01-23,OVERHEAD,,6400,read,3449,"Adobe, Inc.","Adobe subscription (Qty 1, Order ID BL3345497372, paid via PayPal)",PAUL,read,migration,gm-19bed96836d525c1,https://mail.google.com/mail/u/0/#all/19bed96836d525c1,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260128-5f23526e5545,2026-01-28,OVERHEAD,,6400,read,999,Microsoft Corporation (via PayPal),Microsoft 365 Personal - monthly subscription (Order ID Z733JXRW1KCE),PAUL,read,migration,gm-19c04f7096f10f6a,https://mail.google.com/mail/u/0/#all/19c04f7096f10f6a,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260218-a854769a7e0c,2026-02-18,OVERHEAD,,6400,read,1200,Driversnote ApS,"Driversnote mileage-tracking subscription, 1 month (Feb 18 – Mar 18, 2026), invo",PAUL,read,migration,gm-19c6ea0e0cca9e2c,https://drive.google.com/file/d/1DG95NL6FUbjAH8lK5-Lzv36bhWT86whA/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260227-65b3dc624ac4,2026-02-27,OVERHEAD,,6400,read,999,Microsoft Corporation (via PayPal),Microsoft 365 Personal - monthly subscription (Order ID Z739LU8EPOJ7),PAUL,read,migration,gm-19ca48d4952784bc,https://mail.google.com/mail/u/0/#all/19ca48d4952784bc,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260318-fad8abefb04e,2026-03-18,OVERHEAD,,6400,read,1200,Driversnote ApS,"Driversnote Pro Plan monthly subscription (Mar 18–Apr 18, 2026), invoice 9WYMY6A",PAUL,read,migration,gm-19cfecb45363daa4,https://drive.google.com/file/d/1D6Nlk4kOpaXB1U3LIVBAfguEcv-52wbz/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260418-eafba579b5dc,2026-04-18,OVERHEAD,,6400,read,1200,Driversnote ApS,"Driversnote Pro Plan monthly subscription (Apr 18–May 18, 2026), invoice 9WYMY6A",PAUL,read,migration,gm-19d9e70c7d6f480a,https://drive.google.com/file/d/1hs4El7Je2TL8rofqXNRZXhbOs705OIYS/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260423-53ed68d97f26,2026-04-23,OVERHEAD,,6400,read,3449,"Adobe, Inc.","Adobe subscription (Qty 1, Order ID BL3436291438, paid via PayPal)",PAUL,read,migration,gm-19dbb6f1acd728e1,https://mail.google.com/mail/u/0/#all/19dbb6f1acd728e1,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260430-956ac14dabb8,2026-04-30,OVERHEAD,,6400,read,7900,Virtual Staging AI (via Paddle.com),"Virtual Staging AI Professional Plan (Apr 30 – May 30, 2026), invoice 2822-11383",PAUL,read,migration,gm-19ddf2689d937359,https://mail.google.com/mail/u/0/#all/19ddf2689d937359,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260515-5dcbf825ac8f,2026-05-15,OVERHEAD,,1520,read,4500,"Anthropic, PBC","Prepaid extra usage, Individual plan (invoice UT8RYVIC-0001, receipt #2519-3176-",PAUL,read,migration,gm-19e2bdde2e385830,https://drive.google.com/file/d/1mhslW-1MNBwhY9djK4HzoRchqdJgk4jy/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260517-94aaf8afd577,2026-05-17,OVERHEAD,,1520,read,4500,"Anthropic, PBC","Prepaid extra usage, Individual plan (receipt #2481-3228-0995, invoice UT8RYVIC-",PAUL,read,migration,gm-19e365636b15b003,https://drive.google.com/file/d/1wDU5HKksYze9L4FO9QK_3-S9ZOOGiIuc/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260522-217680a94294,2026-05-22,OVERHEAD,,6400,read,2900,gptforwork.com,GPT For Sheets Docs: $29 pack (Qty 1),PAUL,read,migration,gm-19e5314e0f9e427d,https://drive.google.com/file/d/1mrFLej-8aUUC7LUcKWHMZRYJt1EdzZsc/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260528-6188446c7ccd,2026-05-28,OVERHEAD,,6400,read,2400,Airtable,"Airtable monthly workspace subscription (Recast Properties workspace) — May 28, ",PAUL,read,migration,gm-19fadc2228dff5b7,https://mail.google.com/mail/u/0/#all/19fadc2228dff5b7,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260530-e68c2dd89fe9,2026-05-30,OVERHEAD,,6400,read,7900,Virtual Staging AI (via Paddle.com),"Virtual Staging AI Professional Plan (May 30 – Jun 30, 2026), invoice 2822-11625",PAUL,read,migration,gm-19e79a5c2a587eaa,https://drive.google.com/file/d/146MhPpVn-uUAV7hF4P9Ow8bau9Lsc7fO/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260603-f4dcbf498a8b,2026-06-03,OVERHEAD,,6400,read,2000,"Anthropic, PBC","Claude Pro subscription (Jun 3–Jul 3, 2026), invoice UT8RYVIC-0003, receipt #263",PAUL,read,migration,gm-19e8ed8492f559bc,https://mail.google.com/mail/u/0/#all/19e8ed8492f559bc,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260607-55ecf051ed61,2026-06-07,OVERHEAD,,6300,read,20000,CoreLogic Inc (Cotality),Cotality Payment Services Express Payment — CoreLogic property data invoice paym,PAUL,read,migration,gm-19ea4315de57f9f1,https://mail.google.com/mail/u/0/#all/19ea4315de57f9f1,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260613-205db3299d3b,2026-06-13,OVERHEAD,,1520,read,10000,"Anthropic, PBC","Max plan - 5x (Jun 13–Jul 13, 2026)",PAUL,read,migration,gm-19f5d1888d584442,https://drive.google.com/file/d/1UO8uf8sX6oPwPzKEIvGpxw5SRY4rEvD7/view?usp=drivesdk,drive,strong,RECAST BIZ,Subscriptions,,,,,,
migration-20260613-20fa226e3ac0,2026-06-13,OVERHEAD,,6400,block map,-1334,"Anthropic, PBC",Unused time on Claude Pro after 13 Jun 2026,PAUL,D-026.2 (before August),migration,,,,none,RECAST BIZ,Subscriptions,,NO_DOC,,,,
migration-20260618-e28394ab0348,2026-06-18,OVERHEAD,,6300,read,20000,CoreLogic Inc,CoreLogic IVR Charge_2010-676365,PAUL,read,migration,gm-19f3911357838426,https://mail.google.com/mail/u/0/#all/19f3911357838426,gmail,strong,RECAST BIZ,Subscriptions,,,,,,
migration-20260627-ac537dbfe3df,2026-06-27,OVERHEAD,,6400,read,999,Microsoft Corporation (via PayPal),"Microsoft 365 Personal subscription (Qty 1, Order ID Z73HSZQ5UV6W)",PAUL,read,migration,gm-19f0e8f114dc7682,https://mail.google.com/mail/u/0/#all/19f0e8f114dc7682,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260628-abbcf9c2106e,2026-06-28,OVERHEAD,,6400,read,2400,Airtable,"Airtable workspace monthly subscription (Recast Properties workspace, June 28, 2",PAUL,read,migration,gm-19fadc276c34266d,https://mail.google.com/mail/u/0/#all/19fadc276c34266d,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260630-8944923e4a0f,2026-06-30,OVERHEAD,,6400,block map,20000,"CoreLogic Solutions, LLC (Cotality)","CoreLogic Property Intelligence monthly service (invoice #30883298, acct 2010-67",PAUL,read,migration,gm-19feda8c39546b1e,https://mail.google.com/mail/u/0/#all/19feda8c39546b1e,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260703-70c524af3f6e,2026-07-03,OVERHEAD,,6400,read,3449,"Adobe, Inc.","Adobe Illustrator (monthly subscription, Order ID BL3507981619, via PayPal)",PAUL,read,migration,gm-19f2b284dd6abfa3,https://mail.google.com/mail/u/0/#all/19f2b284dd6abfa3,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260706-b238fc619120,2026-07-06,OVERHEAD,,6400,read,999,"Artifex Software, Inc (PDF.co)","PDF.co Basic plan subscription (Jul 6–Aug 6, 2026), invoice EQZ6LJWA-0001, recei",PAUL,read,migration,gm-19f352751180df8f,https://drive.google.com/file/d/1Gw90bmJVR-NRAfuMjZLcPEy_dzZZRc2j/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260713-e577ca90ece1,2026-07-13,OVERHEAD,,1520,read,10000,"Anthropic, PBC","Max plan - 5x subscription (Jul 13–Aug 13, 2026), invoice UT8RYVIC-0005, receipt",PAUL,read,migration,gm-19f5cf7e791218f5,https://mail.google.com/mail/u/0/#all/19f5cf7e791218f5,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260723-25f7f5d22627,2026-07-23,OVERHEAD,,6400,read,3449,"Adobe, Inc.","Adobe subscription (monthly, Order ID BL3528122970) paid via PayPal",PAUL,read,migration,gm-19f9184a17f104a4,https://mail.google.com/mail/u/0/#all/19f9184a17f104a4,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260725-9ddb4e3f9ee6,2026-07-25,OVERHEAD,,6400,read,1559,ExpressVPN,"ExpressVPN Basic VPN subscription, 1 month (incl. free ExpressMailGuard), intro ",PAUL,read,migration,gm-19f981f1de5b9c75,https://mail.google.com/mail/u/0/#all/19f981f1de5b9c75,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260727-d2f16f5b2ca1,2026-07-27,OVERHEAD,,6400,read,999,Microsoft Corporation (via PayPal),"Microsoft 365 Personal subscription (Qty 1), Order ID Z743UYT6HXBQ",PAUL,read,migration,gm-19fa86e509c8209e,https://mail.google.com/mail/u/0/#all/19fa86e509c8209e,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260728-795b82c7b591,2026-07-28,OVERHEAD,,6400,read,1750,"Artifex Software, Inc (PDF.co)","17500 Credit Pack (PDF.co API credits), Qty 1",PAUL,read,migration,gm-19fa89d5643c2a46,https://mail.google.com/mail/u/0/#all/19fa89d5643c2a46,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260728-0c459295b5a1,2026-07-28,OVERHEAD,,6400,read,2400,Airtable,Airtable workspace subscription — July 2026 invoice (Recast Properties workspace,PAUL,read,migration,gm-19fab055cbb61f0f,https://mail.google.com/mail/u/0/#all/19fab055cbb61f0f,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-d8192eb54018,2026-08-01,OVERHEAD,,6400,block map,1014,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2971-0394-1544, invoice A90U2FHF",PAUL,read,migration,gm-19fbf9e0a5d7e903,https://mail.google.com/mail/u/0/#all/19fbf9e0a5d7e903,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-a17818f9759b,2026-08-01,OVERHEAD,,1520,read,1035,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2950-2647-2068, invoice A90U2FHF",PAUL,read,migration,gm-19fbf712d46e54d7,https://drive.google.com/file/d/1whccCFSjhsHiQGJaJl23zmvP_Pog8FA0/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-2e73538728bf,2026-08-01,OVERHEAD,,1520,read,1012,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2076-7130-2448, invoice A90U2FHF",PAUL,read,migration,gm-19fbf41426b2ff88,https://mail.google.com/mail/u/0/#all/19fbf41426b2ff88,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-499e3426208c,2026-08-01,OVERHEAD,,1520,read,1026,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2236-8917-9024, invoice A90U2FHF",PAUL,read,migration,gm-19fbf12e03e5f1aa,https://drive.google.com/file/d/1HxMMn1zNuIbAqhtW3kYyuGGNlIfWvHv1/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-b4688ed5a21e,2026-08-01,OVERHEAD,,1520,read,1009,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2142-9322-5168, invoice A90U2FHF",PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-19fbee3afeeecc0a,https://mail.google.com/mail/u/0/#all/19fbee3afeeecc0a,gmail,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-950ed4d951fd,2026-08-01,OVERHEAD,,1520,read,1027,"Anthropic, PBC","Auto-recharge credits (Anthropic API) — receipt #2246-0080-6200, invoice A90U2FH",PAUL,read,migration,gm-19fbe99ddf4009d6,https://drive.google.com/file/d/1Go0q7TqGMynuv5ypcNE-8PqYAig-jaA0/view?usp=drivesdk,drive,id,RECAST BIZ,Subscriptions,,,,,,
migration-20260801-36773b6af1a0,2026-08-01,OVERHEAD,,1520,read,1032,"Anthropic, PBC","Auto-recharge credits (Anthropic API), receipt #2121-0703-9633, invoice A90U2FHF",PAUL,Paul: 2026-09-18: the other 33 August-onward rows with no payer - 'all personal card ending in 9166',migration,gm-19fbe56019131180,https://mail.google.com/mail/u/0/#all/19fbe56019131180,gmail,id,RECAST BIZ,Subscriptions,,,,,,
